left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	pr_subClassOf	pr_superClassOf	pr_equivalentTo	pr_other	left_novel	right_novel	left_consistent	right_consistent	equiv_clique_size
http://sweetontology.net/realm/Ocean		ENVO:00000015	ocean	label	label	Ocean	ocean	100.0	0.14285714285714285	1.0	0	0.6666666666666666	0.0530161258142281	0.0530161258142281	0.8601563323040216	0.03381141606752214	True	True	False	False	459
http://sweetontology.net/realm/PlanetarySurface		ENVO:01000324	planetary surface	label	label	PlanetarySurface	planetary surface	100.0	1.0	0.5	4	1.0	0.05152030226182133	0.05152030226182133	0.8693111587142172	0.027648236762140028	True	True	False	False	3
http://sweetontology.net/realmAstroBody/Asteroid		ENVO:01000803	asteroid	label	label	Asteroid	asteroid	100.0	1.0	0.6666666666666666	4	1.0	0.051631223853275905	0.051631223853275905	0.8711827583159387	0.025554793977509357	True	True	False	False	2
http://sweetontology.net/realmAstroBody/AstronomicalBody		ENVO:01000799	astronomical body	label	label	AstronomicalBody	astronomical body	97.22222222222221	0.8333333333333334	0.8333333333333334	4	1.0	0.051631223853275905	0.051631223853275905	0.8711827583159387	0.025554793977509357	True	True	False	False	2
http://sweetontology.net/realmAstroBody/Galaxy		ENVO:01000807	galaxy	label	label	Galaxy	galaxy	75.0	0.5	0.5	4	1.0	0.05113437033477342	0.05113437033477342	0.8627992611523225	0.03493199817813048	True	True	False	False	2
http://sweetontology.net/realmAstroBody/Moon		ENVO:01000802	planetary moon	label	hasBroadSynonym	Moon	moon	50.0	1.0	0.6666666666666666	4	1.0	0.0281655974576558	0.18275154452044104	0.710496175244443	0.07858668277746024	True	True	False	False	2
http://sweetontology.net/realmAstroBody/OuterSpace		ENVO:01000637	outer space	label	label	OuterSpace	outer space	100.0	1.0	0.14285714285714285	0	0.6666666666666666	0.0530161258142281	0.0530161258142281	0.8601563323040216	0.03381141606752214	True	True	False	False	3
http://sweetontology.net/realmAstroBody/Planet		ENVO:01000800	planet	label	label	Planet	planet	100.0	1.0	0.6666666666666666	4	1.0	0.051631223853275905	0.051631223853275905	0.8711827583159387	0.025554793977509357	True	True	False	False	2
http://sweetontology.net/realmAstroBody/Star		ENVO:01000801	star	label	label	Star	star	100.0	1.0	0.6666666666666666	2	0.5	0.05277838778902155	0.05277838778902155	0.8683206434378927	0.02612258098406409	True	True	False	False	3
http://sweetontology.net/realmAstroHelio/Exosphere		ENVO:01000546	exosphere	label	label	Exosphere	exosphere	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/realmAstroHelio/Ionosphere		ENVO:01000545	ionosphere	label	label	Ionosphere	ionosphere	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/realmAstroStar/Photosphere		ENVO:01000822	planetary photic zone	label	hasRelatedSynonym	Photosphere	photosphere	50.0	1.0	1.0	2	0.3333333333333333	0.22196701386285003	0.1850552426987884	0.4769649647105126	0.11601277872784899	True	True	False	False	3
http://sweetontology.net/realmAstroStar/Photosphere		ENVO:01000821	photosphere	label	label	Photosphere	photosphere	100.0	1.0	1.0	0	0.6666666666666666	0.09694606220201588	0.08082451873038651	0.7987937115406141	0.023435707526983613	True	True	False	False	3
