left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	pr_subClassOf	pr_superClassOf	pr_equivalentTo	pr_other	left_novel	right_novel	left_consistent	right_consistent	equiv_clique_size
http://sweetontology.net/reprMathOperation#Ratio		UO:0000190	ratio	label	label	Ratio	ratio	100.0	0.5	1.0	4	1.0	0.05152030226182133	0.05152030226182133	0.8693111587142172	0.027648236762140028	True	True	False	False	2
http://sweetontology.net/reprSciUnits#day		UO:0000033	day	label	label	day	day	100.0	1.0	1.0	0	0.8	0.053633068485268366	0.053633068485268366	0.8701658744388682	0.022567988590595105	True	True	False	False	3
http://sweetontology.net/reprSciUnits#hour		UO:0000032	hour	label	label	hour	hour	100.0	1.0	1.0	0	0.819672131147541	0.053633068485268366	0.053633068485268366	0.8701658744388682	0.022567988590595105	True	True	False	False	4
http://sweetontology.net/reprSciUnits#month		UO:0000035	month	label	label	month	month	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/reprSciUnits#week		UO:0000034	week	label	label	week	week	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/reprSciUnits#year		UO:0000036	year	label	label	year	year	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2
http://sweetontology.net/reprSpaceCoordinate#R		UO:0000136	roentgen	label	hasExactSynonym	R	R	22.0	1.0	1.0	4	1.0	0.05258873130270072	0.05258873130270072	0.8652003768073055	0.029622160587292994	True	True	False	False	2
http://sweetontology.net/reprSpaceCoordinate#S		UO:0000264	siemens	label	hasRelatedSynonym	S	S	12.0	1.0	1.0	0	0.17647058823529413	0.23887490389897365	0.1991514529406065	0.4371238247689765	0.12484981839144338	True	True	False	False	4
http://sweetontology.net/reprSpaceCoordinate#S		UO:0000010	second	label	hasExactSynonym	S	s	22.0	1.0	1.0	0	0.3235294117647059	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	4
http://sweetontology.net/reprSpaceCoordinate#Y		UO:0000286	yotta	label	hasExactSynonym	Y	Y	22.0	1.0	1.0	1	0.25	0.10101263941348068	0.08421484876062228	0.7820845799056371	0.03268793192026002	True	True	False	False	4
http://sweetontology.net/reprSpaceCoordinate#Y		UO:0000306	yocto	label	hasExactSynonym	Y	y	22.0	1.0	1.0	0	0.25	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	4
http://sweetontology.net/reprSpaceCoordinate#Z		UO:0000288	zetta	label	hasExactSynonym	Z	Z	22.0	1.0	1.0	0	0.16666666666666666	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	5
http://sweetontology.net/reprSpaceCoordinate#Z		UO:0000305	zepto	label	hasExactSynonym	Z	z	22.0	1.0	1.0	0	0.16666666666666666	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	5
http://sweetontology.net/reprSpaceDirection#Normal		UO:0000075	normal	label	label	Normal	normal	100.0	1.0	1.0	0	0.3105590062111801	0.053633068485268366	0.053633068485268366	0.8701658744388682	0.022567988590595105	True	True	False	False	9
http://sweetontology.net/reprSpaceDirection#Y		UO:0000286	yotta	label	hasExactSynonym	Y	Y	22.0	1.0	1.0	0	0.25	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	4
http://sweetontology.net/reprSpaceDirection#Y		UO:0000306	yocto	label	hasExactSynonym	Y	y	22.0	1.0	1.0	0	0.25	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	4
http://sweetontology.net/reprSpaceDirection#Z		UO:0000288	zetta	label	hasExactSynonym	Z	Z	22.0	1.0	1.0	0	0.16666666666666666	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	5
http://sweetontology.net/reprSpaceDirection#Z		UO:0000305	zepto	label	hasExactSynonym	Z	z	22.0	1.0	1.0	0	0.16666666666666666	0.10503906072140287	0.0875717005710697	0.7733983472134968	0.03399089149403074	True	True	False	False	5
http://sweetontology.net/reprTimeDay#Day		UO:0000033	day	label	label	Day	day	25.0	1.0	1.0	2	0.2	0.052985786299683105	0.052985786299683105	0.8717328054187701	0.02229562198186385	True	True	False	False	3
http://sweetontology.net/stateSpace#Micro		UO:0000299	micro	label	label	Micro	micro	100.0	1.0	1.0	4	1.0	0.051829687579256614	0.051829687579256614	0.8745314718137412	0.021809153027745495	True	True	False	False	2

